,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2006-07-27,0.0,0.0,0.0
1,2013-08-31,3.15,-3.19,0.04
2,2014-09-03,6.76,-6.72,-0.04
3,2015-03-30,-7.59,7.31,0.28
4,2019-02-26,3.67,-3.43,-0.23
5,2019-03-13,-1.65,1.65,0.0
6,2019-03-23,-2.67,2.67,-0.0
7,2019-11-03,2.18,-2.19,0.01
8,2020-01-17,1.5,-1.49,-0.01
9,2020-02-01,4.5,-4.49,-0.01
10,2020-03-07,-3.19,3.19,0.0
11,2020-04-21,-4.64,4.4,0.24
12,2020-10-03,-1.02,1.24,-0.22
13,2021-01-31,33.32,-33.55,0.23
14,2022-01-11,8.71,-8.46,-0.25
15,2022-02-25,-37.21,37.25,-0.04
16,2022-10-23,-3.19,3.14,0.05
17,2023-03-07,-1.42,1.43,-0.01
18,2023-03-28,0.89,-0.91,0.02
19,2023-06-10,4.47,-4.45,-0.02
20,2023-09-12,-6.0,5.76,0.23
21,2023-10-03,0.18,0.05,-0.24
22,2023-11-12,28.5,-28.5,-0.0
23,2024-03-30,-27.6,27.64,-0.04
24,2024-10-22,2.95,-3.0,0.05
