,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2014-05-30,0.0,0.0,1.08,3.32
1,2016-04-17,-14.87,-5.44,-13.79,-2.12
2,2017-06-07,3.43,-2.62,4.51,0.7
3,2018-04-23,6.04,-6.04,7.12,-2.72
4,2018-11-17,-2.42,-5.02,-1.34,-1.7
5,2019-03-25,-1.54,-1.42,-0.46,1.9
6,2019-06-29,-2.7,-3.22,-1.62,0.1
7,2020-03-11,15.4,1.6,16.48,4.92
8,2020-09-03,-1.99,-2.02,-0.91,1.3
9,2020-10-03,3.33,-4.62,4.41,-1.3
10,2021-11-09,-9.82,-1.2,-8.74,2.12
11,2022-05-12,-14.42,-4.02,-13.34,-0.7
12,2022-08-08,-15.21,-3.22,-14.13,0.1
13,2022-08-29,-1.08,8.44,-0.0,11.76
14,2022-09-09,-16.67,-1.2,-15.59,2.12
15,2023-06-24,-13.52,2.4,-12.44,5.72
16,2023-09-20,-2.34,0.2,-1.26,3.52
17,2023-10-22,-21.08,-2.62,-20.0,0.7
