Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-04,-0.72,-14.46,-4.36,-87.16,0.92,-191.32,207.56,1648.04,36.28
,LE07,1999-12-09,-0.87,-17.42,-5.0,-100.0,-9.68,-124.48,130.12,1658.64,103.12
,LE07,2000-02-27,-0.87,-17.42,-4.78,-95.62,-5.92,-58.96,68.36,1654.88,168.64
,LE07,2000-03-30,-0.52,-10.4,-4.78,-95.62,1.8,-59.08,76.2,1647.16,168.52
,LE07,2000-04-15,0.74,14.7,-0.95,-19.06,757.88,-44.08,817.28,891.08,183.52
,LE07,2000-11-25,-0.47,-9.42,-4.97,-99.44,-3.08,-128.92,141.16,1652.04,98.68
,LE07,2000-12-11,-0.87,-17.42,-4.89,-97.74,-7.52,-70.4,78.2,1656.48,157.2
,LE07,2001-09-25,-0.59,-11.76,-4.1,-82.08,21.08,-188.08,224.48,1627.88,39.52
,LE07,2001-12-14,-0.72,-14.46,-5.0,-100.0,-3.36,-151.2,163.16,1652.32,76.4
,LE07,2001-12-30,-0.46,-9.3,-5.0,-100.0,0.52,-147.6,163.44,1648.44,80.0
,LE07,2002-01-15,-0.46,-9.3,-4.97,-99.44,0.12,-135.36,150.8,1648.84,92.24
,LE07,2002-10-14,-0.74,-14.7,-1.25,-24.94,-5.0,-105.64,115.96,1653.96,121.96
,LE07,2002-10-30,-0.87,-17.42,-4.36,-87.3,-9.08,-133.0,139.24,1658.04,94.6
,LE07,2003-01-02,-0.87,-17.42,-5.0,-100.0,-4.44,-83.24,94.12,1653.4,144.36
,LE07,2003-03-23,-0.78,-15.7,-4.82,-96.34,16.84,-68.48,100.64,1632.12,159.12
,LT05,2003-12-28,-0.87,-17.42,-4.89,-97.88,-10.12,-69.84,75.04,1659.08,157.76
,LT05,2004-10-27,-0.87,-17.42,-0.97,-19.32,-9.28,-132.2,138.24,1658.24,95.4
,LT05,2004-11-12,-0.69,-13.72,-5.0,-100.0,-6.4,-165.16,174.08,1655.36,62.44
,LT05,2005-09-28,0.0,0.06,-5.0,-100.0,159.8,-192.16,367.28,1489.16,35.44
,LT05,2006-02-19,-0.42,-8.44,-5.0,-100.0,453.88,-154.92,624.12,1195.08,72.68
