Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-11-30,0.38,7.5,-0.81,-16.16,110.56,-66.56,183.84,639.32,61.64
,LE07,1999-12-16,0.78,15.56,-0.76,-15.2,93.28,-68.92,168.92,656.6,59.28
,LE07,2000-03-21,-979.87,-19597.42,0.26,5.28,10.64,-58.92,76.28,739.24,69.28
,LE07,2000-09-13,-99.42,-1988.38,-0.52,-10.4,275.88,-42.88,325.48,474.0,85.32
,LE07,2001-01-03,0.78,15.56,-0.82,-16.48,110.44,-56.44,173.6,639.44,71.76
,LE07,2001-01-19,-1014.28,-20285.64,-0.7,-13.92,2.28,-53.68,62.68,747.6,74.52
,LE07,2001-02-20,-305.0,-6099.98,-0.71,-14.24,216.08,-53.48,276.28,533.8,74.72
,LE07,2001-11-03,-979.22,-19584.4,-0.79,-15.84,10.88,-48.72,66.32,739.0,79.48
,LE07,2002-01-22,0.78,15.56,-2.94,-58.84,63.64,-51.6,121.96,686.24,76.6
,LE07,2002-12-08,-17.25,-344.94,-0.62,-12.32,37.08,-49.64,93.44,712.8,78.56
,LT05,2003-10-16,-91.33,-1826.6,-0.82,-16.48,136.92,-52.04,195.68,612.96,76.16
,LT05,2004-01-04,-105.82,-2116.3,-2.94,-58.84,265.96,-48.56,321.24,483.92,79.64
,LT05,2004-02-05,-985.26,-19705.22,-2.94,-58.84,9.36,-47.72,63.8,740.52,80.48
,LT05,2005-03-27,-940.99,-18819.72,-0.57,-11.36,20.52,-50.84,78.08,729.36,77.36
,LT05,2005-05-14,-95.08,-1901.64,-0.73,-14.56,281.88,-49.16,337.76,468.0,79.04
,LT05,2005-11-22,-47.14,-942.7,-0.66,-13.28,52.36,-51.56,110.64,697.52,76.64
,LT05,2006-02-26,-1029.98,-20599.62,-0.54,-10.72,-1.64,-45.92,51.0,751.52,82.28
,LT05,2006-10-08,-127.57,-2551.4,-0.63,-12.64,215.4,-53.08,275.2,534.48,75.12
,LT05,2006-12-11,0.82,16.5,-0.68,-13.6,77.28,-51.48,135.48,672.6,76.72
,LT05,2007-09-09,0.56,11.12,-0.74,-14.88,172.84,-48.84,228.4,577.04,79.36
,LT05,2008-02-16,-13.99,-279.82,-2.94,-58.84,35.4,-48.16,90.28,714.48,80.04
,LT05,2008-11-14,-1031.96,-20639.24,-0.62,-12.32,-2.0,-43.6,48.32,751.88,84.6
