,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-09-25,0.0,0.0,0.0
1,2002-10-14,-0.07,0.0,0.07
2,2003-01-02,4.94,0.74,-5.69
3,2004-08-24,0.54,-0.74,0.2
4,2004-09-25,-3.65,-0.0,3.65
5,2006-11-02,-1.35,0.0,1.35
6,2008-12-25,8.11,1.31,-9.41
7,2009-11-26,-0.67,-1.28,1.95
8,2011-02-17,-1.14,0.62,0.52
9,2013-09-02,-11.74,-0.17,11.92
10,2014-01-24,8.87,-0.48,-8.4
11,2016-10-28,-10.18,0.48,9.7
12,2017-12-02,8.1,-0.48,-7.62
13,2019-03-20,7.22,0.46,-7.69
14,2019-04-12,-7.35,0.1,7.25
15,2019-04-14,-1.54,-0.1,1.63
16,2019-04-29,-3.14,-1.0,4.14
17,2019-05-01,-0.28,1.01,-0.74
18,2019-06-18,-2.16,-0.82,2.98
19,2019-07-17,5.26,0.98,-6.24
20,2019-10-26,-7.33,-0.11,7.44
21,2019-11-06,2.85,-0.06,-2.79
22,2019-11-20,0.25,0.0,-0.25
23,2019-12-08,1.12,0.0,-1.12
24,2020-09-02,-3.07,0.0,3.07
25,2020-09-07,-0.82,0.0,0.82
26,2020-09-20,-1.81,0.28,1.54
27,2020-09-30,0.87,-0.28,-0.59
28,2020-10-02,-0.33,0.0,0.33
29,2020-10-15,1.67,0.07,-1.75
30,2020-12-01,6.18,0.1,-6.28
31,2020-12-14,7.59,0.0,-7.59
32,2021-03-11,-1.42,-0.18,1.6
33,2021-09-02,-11.62,0.0,11.62
34,2021-10-15,-1.73,-0.0,1.73
35,2021-12-09,5.63,0.19,-5.82
36,2021-12-24,0.92,0.32,-1.24
37,2022-01-03,7.28,-0.26,-7.02
38,2022-07-09,-4.16,-0.13,4.29
39,2022-08-31,-7.57,0.0,7.57
40,2022-11-22,2.39,-0.01,-2.38
41,2023-01-17,-0.66,-0.11,0.77
42,2023-01-18,-0.03,0.0,0.03
43,2023-02-17,7.45,0.05,-7.49
44,2023-03-14,-2.59,-0.05,2.64
45,2023-03-19,-1.73,0.1,1.64
46,2023-03-29,3.25,-0.1,-3.16
47,2023-03-30,0.46,0.0,-0.47
48,2023-04-03,-3.92,-0.0,3.93
49,2023-06-02,-0.23,0.03,0.2
50,2023-07-27,-1.52,-0.03,1.55
51,2023-08-16,1.03,0.04,-1.07
52,2023-08-21,-2.41,0.03,2.38
53,2023-08-28,1.03,-0.06,-0.96
54,2023-08-31,-0.63,0.15,0.47
55,2023-11-25,-0.14,-0.49,0.63
56,2024-01-25,-1.27,-0.13,1.4
57,2024-03-15,3.03,0.23,-3.25
58,2024-03-18,1.43,-0.24,-1.19
59,2024-03-30,0.75,0.05,-0.8
60,2024-04-02,1.09,-0.05,-1.03
61,2024-04-22,1.22,0.0,-1.22
62,2024-04-27,-0.72,0.03,0.69
63,2024-05-07,-0.52,0.13,0.39
64,2024-05-17,1.03,-0.16,-0.87
65,2024-08-12,-6.36,0.02,6.34
66,2024-09-04,-4.8,-0.01,4.81
