,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2003-07-28,0.0,0.0,-18.18,9.86
1,2005-02-23,7.28,-7.18,-10.9,2.68
2,2014-04-05,14.54,-1.5,-3.64,8.36
3,2016-03-25,18.18,-2.1,0.0,7.76
4,2017-09-04,29.08,3.28,10.9,13.14
5,2018-09-07,32.72,-0.3,14.54,9.56
6,2019-02-18,36.36,-29.26,18.18,-19.4
7,2019-04-14,30.9,-23.6,12.72,-13.74
8,2019-04-24,27.28,-6.58,9.1,3.28
9,2019-04-29,36.36,-6.88,18.18,2.98
10,2019-07-24,20.0,3.88,1.82,13.74
11,2019-10-26,32.72,-25.68,14.54,-15.82
12,2020-01-19,36.36,-84.82,18.18,-74.96
13,2020-06-12,29.08,-6.28,10.9,3.58
14,2020-08-26,34.54,-5.08,16.36,4.78
15,2020-12-19,34.54,-88.86,16.36,-79.0
16,2020-12-29,32.72,-89.52,14.54,-79.66
17,2021-02-12,16.04,-89.86,-2.14,-80.0
18,2021-12-24,30.9,-24.78,12.72,-14.92
19,2023-03-19,32.72,-8.66,14.54,1.2
20,2023-05-24,25.46,4.76,7.28,14.62
21,2023-08-28,36.36,0.28,18.18,10.14
22,2024-02-04,30.9,-5.38,12.72,4.48
23,2024-05-26,29.08,3.88,10.9,13.74
24,2024-09-04,18.18,-6.28,0.0,3.58
