,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-11-26,0.0,0.0,0.0
1,2001-12-19,2.25,-3.87,1.62
2,2002-05-21,37.78,-32.55,-5.23
3,2004-11-01,-32.81,33.7,-0.89
4,2011-01-21,-4.71,-2.06,6.78
5,2013-08-31,-4.16,2.86,1.3
6,2013-09-23,6.54,-6.25,-0.29
7,2014-08-18,-5.97,6.01,-0.04
8,2014-09-19,-0.86,0.53,0.33
9,2014-10-12,5.44,-5.08,-0.37
10,2014-10-28,0.75,-0.87,0.12
11,2015-09-29,2.52,1.31,-3.84
12,2016-09-08,-4.98,1.3,3.68
13,2016-11-18,-1.61,1.17,0.44
14,2017-04-04,-0.94,0.95,-0.01
15,2017-10-13,-0.46,0.81,-0.36
16,2018-01-01,1.33,-1.04,-0.29
17,2018-12-23,0.02,-0.59,0.57
18,2018-12-28,4.84,-4.64,-0.2
19,2019-02-06,-1.23,0.93,0.3
20,2019-03-28,-3.69,3.66,0.03
21,2019-04-12,-0.03,0.07,-0.04
22,2019-11-11,-0.64,1.17,-0.52
23,2020-10-08,5.14,-4.92,-0.22
24,2020-11-12,-6.21,5.86,0.35
25,2020-12-27,9.46,-9.34,-0.12
26,2021-01-11,-8.08,7.9,0.18
27,2021-01-25,-0.89,1.09,-0.2
28,2021-02-20,3.37,-3.49,0.11
29,2021-03-12,-1.32,1.13,0.19
30,2021-03-17,3.79,-3.77,-0.02
31,2021-08-29,0.38,0.83,-1.21
32,2021-11-27,-2.78,2.21,0.57
33,2021-12-07,5.39,-5.74,0.36
34,2022-02-20,-4.16,3.98,0.18
35,2022-03-01,-3.01,2.85,0.16
36,2022-03-02,1.55,-1.67,0.12
37,2022-09-09,1.12,2.64,-3.76
38,2022-09-16,1.46,-2.37,0.91
39,2022-12-06,-4.57,2.0,2.57
40,2022-12-27,2.72,-3.06,0.34
41,2023-01-01,-3.81,3.82,-0.01
42,2023-04-13,0.87,-0.27,-0.59
43,2023-10-22,0.83,-0.38,-0.45
44,2023-12-17,3.8,-4.05,0.26
45,2023-12-27,-3.61,3.59,0.02
46,2024-01-17,1.46,-1.15,-0.3
47,2024-04-07,-3.18,2.5,0.68
48,2024-10-17,1.88,-1.64,-0.25
49,2024-10-24,-2.3,2.37,-0.07
